mdf_1,mdf_2,mdf_3,mdf_4,mdf_5,mdf_6,mdf_7,mdf_8,mdf_9,mdf_10,mdf_11,mdf_12,mdf_13,mdf_14,mdf_15,mdf_16,mdf_17,mdf_18,mdf_19,mdf_20,mdf_21,mdf_22,mdf_23,mdf_24,mdf_25,mdf_26,mdf_27,mdf_28,mdf_29,mdf_30,mdf_31,mdf_32,mdf_33,mdf_34,mdf_35,mdf_36,mdf_37,mdf_38,mdf_39,mdf_40,mdf_41,mdf_42,mdf_43,mdf_44,mdf_45,mdf_46,mdf_47,mdf_48,mdf_49,mdf_50,mdf_51,mdf_52,mdf_53,mdf_54,mdf_55,mdf_56,mdf_57,mdf_58,mdf_59,mdf_60,mdf_61,mdf_62,mdf_63,mdf_64,mdf_65,mdf_66,mdf_67,mdf_68,mdf_69,mdf_70,mdf_71,mdf_72,mdf_73,mdf_74,mdf_75,mdf_76,mdf_77,mdf_78,mdf_79,mdf_80,mdf_81,mdf_82,mdf_83,mdf_84,mdf_85,mdf_86,mdf_87,mdf_88,mdf_89,mdf_90,mdf_91,mdf_92,mdf_93,mdf_94,mdf_95,mdf_96,mdf_97,mdf_98,mdf_99,mdf_100,mdf_101,mdf_102,mdf_103,mdf_104,mdf_105,mdf_106,mdf_107,mdf_108,mdf_109,mdf_110,mdf_111,mdf_112,mdf_113,mdf_114,mdf_115,mdf_116,mdf_117,mdf_118,mdf_119,mdf_120,centroid_1,trisurface_1,trisurface_2,trisurface_3,length,sixfold_1,sixfold_2,sixfold_3,sixfold_4,sixfold_5,sixfold_6,bestfit_1,bestfit_2,bestfit_3,target
0.688265,0.781695,0.860684,0.930818,0.982176,0.567569,0.589209,0.690914,0.746897,0.825665,0.722402,0.456513,0.639978,0.688679,0.780467,0.632944,0.987173,0.956430,0.669811,0.259666,0.507531,0.611552,0.744580,0.532026,0.742963,0.792825,0.459492,0.680404,0.400240,0.641935,0.396577,0.857474,0.739253,0.786128,0.840824,0.958995,0.529018,0.591063,0.485367,0.487008,1.000000,0.441096,0.480283,0.531043,0.727606,0.616981,0.621528,0.831680,0.647363,0.571044,0.992601,0.571925,0.586310,0.541584,0.358029,1.000000,0.239955,0.491154,0.553034,0.644975,0.284211,0.261404,0.257895,0.247368,0.229508,0.252632,0.259649,0.261404,0.259649,0.147541,0.110526,0.291228,0.250877,0.277193,0.127869,0.342105,0.280702,0.263158,0.291228,0.278689,0.329825,0.321053,0.289474,0.263158,0.145902,0.078947,0.268421,0.312281,0.278947,0.103279,0.219048,0.284524,0.380952,0.338095,0.431461,0.025000,0.229762,0.314286,0.296429,0.312360,0.000000,0.282143,0.330952,0.271429,0.139326,0.315476,0.270238,0.376190,0.340476,0.306742,0.007143,0.267857,0.300000,0.316667,0.364045,0.000000,0.275000,0.296429,0.271429,0.170787,0.506495,0.074320,0.150734,0.054382,0.151604,0.048288,0.106941,0.137303,0.162175,0.045551,0.060874,0.587446,0.520704,0.402877,Fake
0.802461,0.873622,0.941038,0.916961,0.476217,0.753986,0.757838,0.824719,0.859390,0.341011,0.286463,0.501124,0.767148,0.759444,0.808333,0.907972,0.978919,0.939112,0.852648,0.773689,0.828357,0.785875,0.750027,0.760407,0.695693,0.417335,0.330016,0.543178,0.622472,0.802434,0.647201,0.784969,0.456098,0.504269,0.870411,0.559397,0.558238,0.407610,0.534205,0.489625,0.580900,0.708970,0.882260,0.621798,0.779130,0.651523,0.655529,0.676926,0.823653,0.585595,0.678613,0.394224,0.613366,0.729735,0.298583,0.568040,0.575103,0.907031,0.772636,0.826117,0.091429,0.100000,0.100000,0.100000,0.217500,0.088571,0.100000,0.100000,0.100000,0.230000,0.248571,0.174286,0.100000,0.145714,0.060000,0.225714,0.220000,0.237143,0.265714,0.252500,0.240000,0.274286,0.234286,0.251429,0.245000,0.080000,0.100000,0.191429,0.260000,0.025000,0.096226,0.100000,0.309434,0.307547,0.319643,0.075472,0.100000,0.266038,0.192453,0.285714,0.062264,0.056604,0.045283,0.166038,0.114286,0.096226,0.100000,0.335849,0.324528,0.308929,0.075472,0.100000,0.328302,0.256604,0.339286,0.062264,0.056604,0.035849,0.175472,0.130357,0.927808,0.146821,0.100370,0.500910,0.154213,0.136185,0.154408,0.063028,0.151311,0.530665,0.460942,0.526471,0.505464,0.367672,Real
0.817178,0.882675,0.932675,0.951023,0.703615,0.753216,0.768640,0.853947,0.888596,0.555423,0.957675,0.466740,0.821857,0.837865,0.781831,0.308991,0.985161,0.947222,0.698684,0.568979,0.244444,0.675804,0.612208,0.621418,0.404107,0.959868,0.284649,0.489985,0.576096,0.663676,0.632280,0.694292,0.533613,0.724862,0.796434,0.657635,0.552593,0.360620,0.407201,0.442309,0.636192,0.590553,0.265575,0.377717,0.983834,0.636265,0.720443,0.960301,0.788250,0.583293,0.711750,0.606346,0.663576,0.589974,0.223826,0.571284,0.608229,0.582802,0.523109,0.977104,0.097500,0.100000,0.100000,0.100000,0.252273,0.095000,0.100000,0.100000,0.100000,0.225000,0.015000,0.215000,0.100000,0.100000,0.127273,0.112500,0.302500,0.270000,0.287500,0.320455,0.102500,0.367500,0.270000,0.277500,0.259091,0.005000,0.115000,0.187500,0.227500,0.084091,0.098529,0.105882,0.327941,0.357353,0.409859,0.064706,0.102941,0.211765,0.244118,0.304225,0.061765,0.113235,0.244118,0.289706,0.008451,0.098529,0.194118,0.375000,0.361765,0.292958,0.064706,0.155882,0.225000,0.320588,0.377465,0.061765,0.097059,0.239706,0.280882,0.011268,0.535223,0.143462,0.115547,0.061101,0.180181,0.108971,0.173389,0.098062,0.147368,0.049331,0.072049,0.534361,0.515312,0.441473,Real
0.805222,0.893257,0.951966,0.988006,0.917386,0.691994,0.704275,0.777733,0.911277,0.872052,0.789842,0.664849,0.719197,0.815380,0.796967,0.499799,0.965854,0.949268,0.895667,0.729569,0.401894,0.688953,0.683501,0.774921,0.628078,0.817217,0.403673,0.522238,0.737274,0.576575,0.667195,0.899038,0.512274,0.712443,0.734738,0.387726,0.561934,0.294231,0.330373,0.400212,0.756561,0.385351,0.245871,0.214140,0.256149,0.734955,0.861595,0.906561,0.889423,0.868068,0.666855,0.682070,0.745984,0.784729,0.733844,0.833824,0.382579,0.631957,0.574378,0.313394,0.329268,0.273171,0.251220,0.221951,0.308889,0.265854,0.287805,0.256098,0.229268,0.280000,0.082927,0.258537,0.234146,0.239024,0.242222,0.339024,0.268293,0.239024,0.275610,0.355556,0.307317,0.363415,0.278049,0.282927,0.355556,0.065854,0.248780,0.278049,0.263415,0.311111,0.301176,0.365882,0.340000,0.343529,0.410465,0.237647,0.289412,0.331765,0.296471,0.269767,0.088235,0.289412,0.325882,0.361176,0.326744,0.325882,0.311765,0.369412,0.407059,0.393023,0.191765,0.297647,0.332941,0.368235,0.240698,0.098824,0.272941,0.308235,0.330588,0.332558,0.591691,0.218665,0.125307,0.103886,0.228395,0.133111,0.333817,0.081265,0.220949,0.056490,0.177502,0.497579,0.483245,0.584654,Real
0.402183,0.828778,0.947911,0.988138,0.676775,0.213254,0.726835,0.841155,0.811587,0.615804,0.688069,0.614578,0.760444,0.874162,0.984918,0.937597,0.987451,0.910779,0.413615,0.512314,0.663572,0.487193,0.580798,0.247292,0.534055,0.850782,0.395307,0.536531,0.489170,0.985640,0.596913,0.759434,0.742281,0.940137,0.934369,0.706775,0.555746,0.469897,0.472298,0.527651,0.696655,0.500343,0.289194,0.526329,0.970153,0.602830,0.632333,0.966295,0.724700,0.520657,0.740309,0.493568,0.597256,0.313808,0.093933,0.694340,0.418439,0.392110,0.475815,0.948520,0.292857,0.302381,0.254762,0.235714,0.266667,0.361905,0.259524,0.261905,0.245238,0.186667,0.147619,0.285714,0.238095,0.192857,0.002222,0.380952,0.235714,0.278571,0.247619,0.297778,0.323810,0.259524,0.290476,0.297619,0.202222,0.150000,0.271429,0.273810,0.207143,0.004444,0.296364,0.349091,0.267273,0.356364,0.441379,0.167273,0.336364,0.332727,0.349091,0.336207,0.130909,0.272727,0.340000,0.189091,0.017241,0.281818,0.329091,0.370909,0.358182,0.313793,0.158182,0.318182,0.372727,0.354545,0.387931,0.150909,0.272727,0.349091,0.209091,0.018966,0.820292,0.146842,0.365822,0.505579,0.129333,0.116049,0.173815,0.500929,0.197351,0.853327,0.352818,0.601089,0.519514,0.510115,Real
0.299345,0.755428,0.907529,0.975123,0.951692,0.067049,0.647845,0.824386,0.832460,0.801692,0.978887,0.631369,0.789744,0.507692,0.762769,0.978178,0.951828,0.909274,0.808674,0.420103,0.725259,0.577032,0.721822,0.245608,0.163846,0.993344,0.534097,0.622368,0.096563,0.542205,0.511847,0.675051,0.723304,0.883966,0.974363,0.568647,0.521854,0.547604,0.519799,0.632377,0.605810,0.325435,0.475874,0.271665,0.620093,0.860868,0.929677,0.843503,0.755923,0.530898,0.878719,0.628800,0.484529,0.485665,0.340170,0.746511,0.483555,0.465704,0.138862,0.472681,0.378723,0.319149,0.276596,0.234043,0.270000,0.291489,0.246809,0.291489,0.291489,0.282000,0.004255,0.302128,0.276596,0.295745,0.138000,0.314894,0.276596,0.259574,0.361702,0.382000,0.287234,0.282979,0.302128,0.340426,0.284000,0.019149,0.295745,0.323404,0.246809,0.118000,0.298718,0.330769,0.352564,0.350000,0.383544,0.211538,0.307692,0.344872,0.376923,0.311392,0.202564,0.341026,0.296154,0.362821,0.207595,0.344872,0.378205,0.370513,0.373077,0.320253,0.202564,0.333333,0.351282,0.384615,0.377215,0.194872,0.280769,0.315385,0.339744,0.239241,0.911414,0.256994,0.520026,0.574716,0.174915,0.102250,0.504142,0.340853,0.694829,0.844902,0.418067,0.605434,0.584881,0.554216,Real
0.736973,0.903293,0.949888,0.981698,0.871118,0.657209,0.738171,0.772139,0.822011,0.767469,0.593910,0.636349,0.727142,0.764866,0.878106,0.900256,0.927110,0.883712,0.842311,0.594953,0.603261,0.452126,0.730579,0.515825,0.364984,0.450847,0.334799,0.683824,0.459799,0.530901,0.679130,0.752780,0.812490,0.968815,0.806112,0.726672,0.549799,0.554633,0.458501,0.654927,0.731104,0.263255,0.304915,0.263578,0.494729,0.571797,0.910556,0.933924,0.806044,0.653170,0.900403,0.562691,0.628767,0.566156,0.563407,0.759307,0.352458,0.488477,0.182192,0.317418,0.305882,0.270588,0.241176,0.226471,0.265714,0.288235,0.223529,0.267647,0.241176,0.245714,0.226471,0.314706,0.247059,0.229412,0.208571,0.376471,0.258824,0.300000,0.394118,0.374286,0.344118,0.376471,0.300000,0.297059,0.357143,0.208824,0.323529,0.305882,0.285294,0.222857,0.298630,0.367123,0.342466,0.387671,0.424675,0.095890,0.320548,0.376712,0.316438,0.272727,0.095890,0.357534,0.341096,0.361644,0.274026,0.256164,0.426027,0.376712,0.367123,0.361039,0.079452,0.293151,0.356164,0.350685,0.237662,0.091781,0.335616,0.326027,0.349315,0.338961,0.602416,0.176856,0.443828,0.429934,0.244725,0.151194,0.204503,0.570221,0.272153,0.737373,0.179457,0.535507,0.499663,0.604735,Real
0.733249,0.853765,0.946701,0.851396,0.597501,0.653215,0.679357,0.796362,0.726058,0.496525,1.000000,0.827073,0.731514,0.648012,0.938501,0.379780,0.565863,0.979315,0.853426,0.620929,0.312986,0.393443,0.642132,0.682234,0.559508,1.000000,0.652580,0.463748,0.754019,0.960484,0.618126,0.889718,0.478871,0.588099,0.660193,0.628796,0.632380,0.416245,0.357836,0.365726,0.992156,0.592274,0.270707,0.303180,0.916455,0.520243,0.546010,0.938850,0.819374,0.669943,0.699308,0.437205,0.676577,0.659793,0.406864,0.989752,0.408274,0.591388,0.563807,0.927473,0.306667,0.268333,0.248333,0.255000,0.267692,0.205000,0.266667,0.275000,0.275000,0.255385,0.000000,0.125000,0.241667,0.235000,0.013846,0.216667,0.321667,0.271667,0.280000,0.321538,0.271667,0.301667,0.258333,0.315000,0.236923,0.000000,0.121667,0.303333,0.231667,0.018462,0.293590,0.324359,0.364103,0.328205,0.424096,0.162821,0.296154,0.315385,0.342308,0.310843,0.006410,0.276923,0.357692,0.352564,0.013253,0.289744,0.314103,0.382051,0.392308,0.272289,0.133333,0.306410,0.341026,0.357692,0.398795,0.003846,0.274359,0.352564,0.307692,0.046988,0.782182,0.075532,0.166935,0.357381,0.127914,0.072291,0.077630,0.119664,0.232764,0.395384,0.304867,0.477961,0.448663,0.367767,Real
0.801513,0.882596,0.936422,0.965679,0.686440,0.744124,0.760565,0.810390,0.881220,0.544803,1.000000,0.784071,0.740873,0.668105,0.534707,0.306202,0.560453,0.966929,0.898600,0.733751,0.259877,0.431670,0.639535,0.675544,0.672999,1.000000,0.442486,0.408540,0.611653,0.663799,0.618181,0.734985,0.386324,0.586649,0.662638,0.605918,0.626752,0.293106,0.283221,0.336340,0.982545,0.573761,0.294357,0.452452,0.889911,0.564502,0.583208,0.882070,0.807307,0.739658,0.643081,0.505943,0.810373,0.622935,0.413721,0.978103,0.492367,0.766016,0.645020,0.918050,0.311628,0.267442,0.230233,0.244186,0.248889,0.213953,0.262791,0.239535,0.255814,0.251111,0.000000,0.183721,0.286047,0.325581,0.246667,0.218605,0.344186,0.318605,0.234884,0.260000,0.283721,0.323256,0.283721,0.300000,0.302222,0.000000,0.188372,0.260465,0.323256,0.231111,0.291892,0.333784,0.355405,0.339189,0.416883,0.178378,0.231081,0.332432,0.314865,0.344156,0.013514,0.247297,0.286486,0.259459,0.025974,0.277027,0.297297,0.377027,0.404054,0.318182,0.140541,0.274324,0.368919,0.305405,0.376623,0.006757,0.256757,0.302703,0.232432,0.055844,0.812833,0.113015,0.217182,0.408191,0.185223,0.117188,0.108771,0.187592,0.284526,0.406181,0.406508,0.494827,0.458848,0.341147,Real
0.792903,0.887252,0.941901,0.967802,0.779754,0.750684,0.746632,0.816285,0.790603,0.667716,1.000000,0.797667,0.717994,0.683386,0.683617,0.287044,0.385281,0.977220,0.887143,0.700514,0.273847,0.301117,0.635746,0.763060,0.571264,1.000000,0.555197,0.489432,0.718979,0.665250,0.619267,0.773905,0.485287,0.562332,0.598247,0.516357,0.556798,0.361170,0.349992,0.330799,0.949148,0.517069,0.168448,0.388953,0.944356,0.599814,0.668694,0.955833,0.798674,0.710485,0.601951,0.493561,0.710121,0.648255,0.451959,0.927338,0.491589,0.582388,0.627815,0.970436,0.304348,0.265217,0.228261,0.221739,0.322917,0.200000,0.243478,0.200000,0.271739,0.281250,0.000000,0.189130,0.265217,0.286957,0.122917,0.215217,0.280435,0.330435,0.276087,0.233333,0.271739,0.284783,0.317391,0.284783,0.341667,0.000000,0.171739,0.313043,0.284783,0.170833,0.296203,0.320253,0.355696,0.372152,0.413415,0.177215,0.264557,0.317722,0.294937,0.331707,0.032911,0.249367,0.372152,0.293671,0.006098,0.254430,0.306329,0.387342,0.358228,0.307317,0.164557,0.298734,0.350633,0.311392,0.373171,0.025316,0.262025,0.379747,0.277215,0.024390,0.732002,0.090483,0.223009,0.335416,0.184738,0.082130,0.096909,0.198232,0.265613,0.339352,0.325480,0.476486,0.475486,0.377358,Real
0.797596,0.884423,0.959519,0.851442,0.710407,0.740000,0.720192,0.742212,0.702692,0.556923,0.547596,0.333942,0.680385,0.607692,0.650769,0.739423,0.988269,0.970865,0.792885,0.760271,0.640673,0.670962,0.771058,0.680096,0.630407,0.599808,0.331154,0.677981,0.625000,0.596290,0.650549,0.743335,0.467272,0.742188,0.883399,0.898137,0.578022,0.558051,0.439752,0.415773,1.000000,0.891161,0.489632,0.231247,0.906550,0.414620,0.588438,0.790827,0.918872,0.633823,0.909699,0.460201,0.736168,0.675776,0.216168,1.000000,0.785762,0.684090,0.470903,0.887916,0.306250,0.293750,0.259375,0.237500,0.276471,0.190625,0.221875,0.262500,0.225000,0.267647,0.168750,0.300000,0.278125,0.228125,0.202941,0.300000,0.231250,0.243750,0.284375,0.329412,0.303125,0.306250,0.290625,0.331250,0.305882,0.128125,0.231250,0.281250,0.284375,0.167647,0.307692,0.332308,0.290769,0.335385,0.398485,0.041538,0.207692,0.184615,0.323077,0.312121,0.000000,0.070769,0.241538,0.323077,0.051515,0.278462,0.252308,0.381538,0.380000,0.336364,0.036923,0.258462,0.230769,0.392308,0.353030,0.000000,0.083077,0.226154,0.349231,0.050000,0.642000,0.092420,0.208937,0.523164,0.225082,0.107220,0.080446,0.210093,0.203704,0.709517,0.320753,0.532868,0.450472,0.408212,Real
0.759249,0.886291,0.967042,0.749953,0.747059,0.674085,0.684319,0.711362,0.689296,0.574482,0.278498,0.514085,0.577746,0.569671,0.432477,0.933615,0.988451,0.970986,0.879343,0.785998,0.785634,0.697183,0.842817,0.831831,0.659818,0.372958,0.498873,0.797653,0.782160,0.449710,0.682500,0.855197,0.635552,0.740311,0.923566,0.991715,0.516156,0.648071,0.471233,0.439452,1.000000,0.824726,0.904722,0.331492,0.794844,0.340606,0.566326,0.547178,0.925159,0.661311,0.993648,0.434502,0.671454,0.692626,0.307643,1.000000,0.736261,0.930498,0.528123,0.838235,0.353333,0.310000,0.283333,0.270000,0.235294,0.220000,0.250000,0.246667,0.236667,0.276471,0.306667,0.303333,0.256667,0.243333,0.241176,0.463333,0.253333,0.260000,0.330000,0.320588,0.280000,0.276667,0.303333,0.266667,0.261765,0.223333,0.296667,0.250000,0.263333,0.250000,0.305634,0.356338,0.335211,0.332394,0.397222,0.007042,0.229577,0.156338,0.291549,0.283333,0.000000,0.118310,0.052113,0.297183,0.109722,0.300000,0.269014,0.270423,0.385915,0.315278,0.002817,0.295775,0.233803,0.330986,0.419444,0.000000,0.112676,0.047887,0.350704,0.100000,0.642000,0.081367,0.197796,0.670182,0.265643,0.095244,0.069745,0.151745,0.251658,0.776184,0.540149,0.526560,0.442742,0.414708,Real
0.722862,0.814208,0.887019,0.951164,0.665986,0.622470,0.593940,0.617219,0.656250,0.502764,1.000000,0.389992,0.449203,0.566991,0.805168,0.411374,0.832174,0.988171,0.809906,0.768570,0.319142,0.661058,0.825468,0.757338,0.606550,1.000000,0.603618,0.734059,0.704643,0.753425,0.467167,0.900397,0.421561,0.532707,0.719803,0.948212,0.737526,0.644736,0.402132,0.431537,1.000000,0.963792,0.890872,0.253264,0.778626,0.544187,0.352930,0.686053,0.934523,0.687958,0.988898,0.615341,0.824387,0.673753,0.416384,1.000000,0.932189,0.924494,0.553334,0.818479,0.326316,0.289474,0.273684,0.265789,0.290000,0.286842,0.223684,0.257895,0.242105,0.262500,0.000000,0.228947,0.273684,0.239474,0.100000,0.305263,0.363158,0.239474,0.307895,0.340000,0.284211,0.302632,0.250000,0.339474,0.285000,0.000000,0.192105,0.265789,0.278947,0.117500,0.296386,0.338554,0.318072,0.324096,0.401176,0.024096,0.119277,0.157831,0.302410,0.310588,0.000000,0.026506,0.054217,0.322892,0.105882,0.272289,0.283133,0.351807,0.371084,0.330588,0.014458,0.159036,0.171084,0.350602,0.376471,0.000000,0.036145,0.066265,0.304819,0.111765,0.744605,0.039229,0.125237,0.112565,0.246514,0.042490,0.036093,0.087020,0.180689,0.099603,0.127891,0.513390,0.443892,0.281743,Real
0.411761,0.882464,0.944141,0.801514,0.791667,0.274460,0.863190,0.907625,0.648024,0.683647,0.839641,0.822400,0.850505,0.825834,1.000000,0.977572,0.987525,0.947855,0.587468,0.366314,0.799972,0.631273,0.752173,0.456196,0.269788,0.803616,0.394729,0.681105,0.759882,1.000000,0.623538,0.744451,0.566338,0.796401,0.952816,0.635511,0.436323,0.438003,0.462368,0.500165,0.756144,0.281453,0.373941,0.793391,0.565085,0.568858,0.921025,0.719807,0.595323,0.572100,0.594903,0.753553,0.582721,0.327102,0.442790,0.708255,0.457187,0.503676,0.752643,0.302429,0.268293,0.302439,0.329268,0.280488,0.277273,0.326829,0.309756,0.297561,0.263415,0.279545,0.090244,0.246341,0.239024,0.124390,0.000000,0.304878,0.212195,0.258537,0.351220,0.356818,0.343902,0.307317,0.307317,0.334146,0.272727,0.080488,0.234146,0.297561,0.158537,0.000000,0.305797,0.318841,0.317391,0.330435,0.386301,0.295652,0.281159,0.356522,0.318841,0.347945,0.189855,0.386957,0.328986,0.128986,0.268493,0.279710,0.356522,0.331884,0.385507,0.345205,0.295652,0.343478,0.405797,0.320290,0.324658,0.162319,0.317391,0.324638,0.123188,0.271233,0.907226,0.222597,0.342162,0.498043,0.179701,0.201239,0.238916,0.259346,0.426511,0.790123,0.307833,0.563830,0.543280,0.453738,Real
0.802217,0.871967,0.946785,0.895470,0.667170,0.782895,0.794805,0.874248,0.813304,0.710239,1.000000,0.380488,0.831676,0.735065,0.777831,0.257396,0.958061,0.974976,0.823820,0.476654,0.274818,0.765917,0.685017,0.718087,0.558140,1.000000,0.280013,0.503516,0.658156,0.658230,0.628105,0.707225,0.354684,0.571176,0.760642,0.773925,0.540096,0.294540,0.327575,0.383371,0.751923,0.390682,0.320577,0.562098,0.825243,0.532026,0.719707,0.856449,0.731055,0.656398,0.704325,0.563422,0.766234,0.596583,0.371173,0.683773,0.394654,0.734901,0.675829,0.822878,0.097561,0.100000,0.100000,0.100000,0.179070,0.090244,0.100000,0.100000,0.100000,0.227907,0.000000,0.229268,0.100000,0.146341,0.153488,0.097561,0.331707,0.246341,0.343902,0.358140,0.090244,0.351220,0.270732,0.351220,0.216279,0.000000,0.097561,0.197561,0.334146,0.134884,0.100000,0.100000,0.354545,0.327273,0.389744,0.050649,0.100000,0.345455,0.316883,0.342308,0.042857,0.180519,0.319481,0.231169,0.098718,0.100000,0.210390,0.346753,0.410390,0.344872,0.050649,0.135065,0.348052,0.329870,0.373077,0.042857,0.123377,0.338961,0.192208,0.084615,0.586901,0.136074,0.205931,0.404681,0.204951,0.122608,0.146932,0.124113,0.377604,0.454545,0.343962,0.511065,0.484053,0.335603,Real
0.739194,0.790077,0.857476,0.927606,0.793939,0.704163,0.701832,0.759640,0.761505,0.554422,1.000000,0.779154,0.728671,0.678788,0.721088,0.378888,0.630902,0.980087,0.871528,0.677737,0.352847,0.486380,0.758109,0.742258,0.530550,1.000000,0.688178,0.704029,0.674059,0.538157,0.387765,0.772101,0.480981,0.618432,0.657556,0.889248,0.547762,0.352561,0.402795,0.442080,1.000000,0.563320,0.323159,0.293559,0.653976,0.648691,0.637616,0.881798,0.832883,0.677275,0.928341,0.529831,0.663063,0.682313,0.525836,1.000000,0.473861,0.615268,0.501615,0.658922,0.266667,0.266667,0.269231,0.271795,0.264286,0.207692,0.266667,0.315385,0.251282,0.238095,0.000000,0.164103,0.241026,0.315385,0.164286,0.220513,0.348718,0.346154,0.315385,0.350000,0.251282,0.325641,0.274359,0.302564,0.238095,0.000000,0.141026,0.258974,0.289744,0.142857,0.300000,0.314286,0.345455,0.346753,0.435897,0.035065,0.255844,0.359740,0.292208,0.288462,0.000000,0.271429,0.274026,0.368831,0.155128,0.250649,0.289610,0.381818,0.341558,0.366667,0.033766,0.312987,0.346753,0.398701,0.361538,0.000000,0.240260,0.279221,0.337662,0.191026,0.664104,0.095574,0.305957,0.398300,0.216433,0.085938,0.103365,0.148753,0.565245,0.404416,0.385704,0.527183,0.485572,0.351332,Real
0.795017,0.864274,0.931765,0.979548,0.451819,0.741750,0.754764,0.801339,0.873199,0.484420,0.702054,0.630938,0.719903,0.822813,0.464787,0.774937,0.983267,0.971553,0.873571,0.765760,0.686902,0.771219,0.778284,0.794924,0.770263,0.663847,0.571070,0.630194,0.632704,0.694524,0.604862,0.881720,0.759701,0.519495,0.875627,0.605143,0.654044,0.502852,0.450678,0.452240,0.739224,0.724264,0.553623,0.385040,0.751165,0.630949,0.474147,0.636372,0.857317,0.655376,0.778588,0.352034,0.529967,0.725853,0.348029,0.714633,0.568116,0.544647,0.638897,0.724731,0.306452,0.283871,0.264516,0.258065,0.328125,0.238710,0.270968,0.319355,0.287097,0.253125,0.245161,0.280645,0.241935,0.245161,0.190625,0.377419,0.290323,0.245161,0.270968,0.278125,0.280645,0.225806,0.261290,0.287097,0.218750,0.216129,0.245161,0.287097,0.267742,0.190625,0.289855,0.360870,0.365217,0.257971,0.404167,0.215942,0.275362,0.242029,0.271014,0.305556,0.124638,0.156522,0.255072,0.240580,0.125000,0.286957,0.240580,0.346377,0.373913,0.333333,0.155072,0.276812,0.273913,0.292754,0.345833,0.131884,0.197101,0.281159,0.244928,0.126389,0.792192,0.124825,0.158822,0.191949,0.254677,0.104229,0.141435,0.114512,0.200000,0.091982,0.305912,0.517001,0.473765,0.418470,Real
0.797262,0.880768,0.959797,0.924329,0.505682,0.708850,0.767218,0.866047,0.880165,0.408568,0.303805,0.668130,0.754477,0.766529,0.558463,0.944559,0.983041,0.984074,0.871470,0.712171,0.760417,0.682679,0.728478,0.752927,0.653334,0.373106,0.460399,0.613292,0.695592,0.714937,0.664582,0.858073,0.588335,0.714117,0.930048,0.470161,0.631107,0.493914,0.347506,0.421739,0.652325,0.688588,0.567371,0.198056,0.695388,0.606847,0.594083,0.700676,0.884277,0.668963,0.508199,0.436010,0.649451,0.668977,0.360947,0.631192,0.501014,0.653762,0.404649,0.601362,0.315152,0.290909,0.269697,0.296970,0.294737,0.239394,0.272727,0.272727,0.278788,0.271053,0.278788,0.318182,0.330303,0.272727,0.213158,0.381818,0.263636,0.221212,0.266667,0.313158,0.318182,0.266667,0.251515,0.275758,0.294737,0.254545,0.269697,0.303030,0.330303,0.150000,0.300000,0.352857,0.372857,0.267143,0.416438,0.321429,0.278571,0.235714,0.324286,0.326027,0.162857,0.201429,0.211429,0.338571,0.168493,0.305714,0.257143,0.368571,0.365714,0.361644,0.312857,0.285714,0.278571,0.354286,0.372603,0.154286,0.224286,0.260000,0.318571,0.154795,0.869452,0.141203,0.251353,0.622656,0.233716,0.119886,0.156545,0.132740,0.409307,0.795400,0.446689,0.528815,0.474876,0.477224,Real
0.801829,0.894607,0.958688,0.966446,0.741373,0.730432,0.764617,0.818102,0.882498,0.631405,0.587070,0.713150,0.783034,0.817534,0.726676,0.954336,0.991107,0.987386,0.953138,0.735738,0.766131,0.620751,0.581772,0.861747,0.655687,0.466288,0.451782,0.513529,0.810344,0.731033,0.682863,0.912116,0.660264,0.822411,0.939235,0.517389,0.647709,0.415129,0.290207,0.354550,0.660829,0.622850,0.360891,0.239862,0.664202,0.651664,0.532580,0.783302,0.840050,0.716793,0.699874,0.377150,0.568613,0.677778,0.395420,0.632141,0.326616,0.525424,0.361268,0.589915,0.325714,0.300000,0.262857,0.240000,0.339474,0.257143,0.277143,0.262857,0.268571,0.278947,0.311429,0.251429,0.254286,0.288571,0.165789,0.405714,0.242857,0.220000,0.271429,0.339474,0.348571,0.322857,0.242857,0.300000,0.350000,0.294286,0.251429,0.282857,0.302857,0.155263,0.301111,0.355556,0.323333,0.338889,0.419149,0.231111,0.294444,0.320000,0.306667,0.314894,0.148889,0.240000,0.301111,0.328889,0.130851,0.295556,0.240000,0.366667,0.364444,0.312766,0.167778,0.284444,0.371111,0.347778,0.347872,0.142222,0.261111,0.303333,0.305556,0.173404,0.756241,0.185243,0.259550,0.139260,0.297790,0.161779,0.204241,0.143281,0.392505,0.075442,0.213965,0.526039,0.473477,0.559653,Real
