mdf_1,mdf_2,mdf_3,mdf_4,mdf_5,mdf_6,mdf_7,mdf_8,mdf_9,mdf_10,mdf_11,mdf_12,mdf_13,mdf_14,mdf_15,mdf_16,mdf_17,mdf_18,mdf_19,mdf_20,mdf_21,mdf_22,mdf_23,mdf_24,mdf_25,mdf_26,mdf_27,mdf_28,mdf_29,mdf_30,mdf_31,mdf_32,mdf_33,mdf_34,mdf_35,mdf_36,mdf_37,mdf_38,mdf_39,mdf_40,mdf_41,mdf_42,mdf_43,mdf_44,mdf_45,mdf_46,mdf_47,mdf_48,mdf_49,mdf_50,mdf_51,mdf_52,mdf_53,mdf_54,mdf_55,mdf_56,mdf_57,mdf_58,mdf_59,mdf_60,mdf_61,mdf_62,mdf_63,mdf_64,mdf_65,mdf_66,mdf_67,mdf_68,mdf_69,mdf_70,mdf_71,mdf_72,mdf_73,mdf_74,mdf_75,mdf_76,mdf_77,mdf_78,mdf_79,mdf_80,mdf_81,mdf_82,mdf_83,mdf_84,mdf_85,mdf_86,mdf_87,mdf_88,mdf_89,mdf_90,mdf_91,mdf_92,mdf_93,mdf_94,mdf_95,mdf_96,mdf_97,mdf_98,mdf_99,mdf_100,mdf_101,mdf_102,mdf_103,mdf_104,mdf_105,mdf_106,mdf_107,mdf_108,mdf_109,mdf_110,mdf_111,mdf_112,mdf_113,mdf_114,mdf_115,mdf_116,mdf_117,mdf_118,mdf_119,mdf_120,centroid_1,trisurface_1,trisurface_2,trisurface_3,length,sixfold_1,sixfold_2,sixfold_3,sixfold_4,sixfold_5,sixfold_6,bestfit_1,bestfit_2,bestfit_3,target
0.748496,0.710923,0.698892,0.655515,0.517942,0.687493,0.594828,0.565488,0.675251,0.480739,0.590712,0.494037,0.535409,0.701108,0.442920,0.510079,0.660686,0.805383,0.579947,0.925506,0.411398,0.633879,0.671979,0.741425,0.877661,0.360000,0.481161,0.656148,0.783536,0.841865,0.392868,0.733850,0.733540,0.559793,0.402422,1.000000,0.691473,0.575194,0.360724,0.421124,1.000000,0.901189,0.438863,0.527442,0.358527,0.613023,0.570853,0.783979,0.916176,0.918217,1.000000,0.426047,0.628734,0.700465,0.782171,1.000000,0.828320,0.486512,0.730439,0.651163,0.096000,0.100000,0.100000,0.208000,0.306667,0.092000,0.100000,0.100000,0.200000,0.350000,0.088000,0.100000,0.096000,0.248000,0.256667,0.096000,0.100000,0.100000,0.176000,0.106667,0.092000,0.100000,0.100000,0.168000,0.093333,0.088000,0.100000,0.096000,0.148000,0.100000,0.098667,0.100000,0.100000,0.100000,0.100000,0.000000,0.066667,0.162667,0.138667,0.078750,0.000000,0.017333,0.201333,0.098667,0.071250,0.098667,0.100000,0.288000,0.198667,0.100000,0.000000,0.066667,0.260000,0.173333,0.078750,0.000000,0.017333,0.193333,0.086667,0.071250,0.690483,0.056724,0.241233,0.107978,0.348710,0.032242,0.079606,0.193627,0.289555,0.063754,0.216216,0.488094,0.448335,0.365610,Fake
0.670160,0.704156,0.709260,0.752005,0.471319,0.627233,0.628418,0.599708,0.598068,0.428501,0.858822,0.552497,0.730496,0.629238,0.416898,0.500456,0.688206,0.620944,0.650565,0.898676,0.460536,0.659223,0.526613,0.464911,0.863050,0.863744,0.549763,0.734506,0.698870,0.833470,0.366252,0.692641,0.631494,0.634921,0.320794,0.458063,0.491342,0.532918,0.477543,0.473703,1.000000,0.547619,0.537157,0.375902,0.729188,0.692280,0.668470,0.715368,0.894390,0.883925,0.708153,0.546266,0.563312,0.629509,0.814786,1.000000,0.521284,0.562410,0.514340,0.842476,0.096154,0.100000,0.100000,0.100000,0.110345,0.088462,0.100000,0.100000,0.100000,0.113793,0.023077,0.100000,0.061538,0.065385,0.210345,0.096154,0.100000,0.100000,0.100000,0.127586,0.088462,0.100000,0.100000,0.100000,0.100000,0.023077,0.100000,0.061538,0.065385,0.096552,0.098810,0.100000,0.100000,0.100000,0.100000,0.077381,0.100000,0.100000,0.100000,0.063218,0.000000,0.075000,0.075000,0.126190,0.032184,0.098810,0.100000,0.100000,0.185714,0.100000,0.077381,0.100000,0.100000,0.107143,0.063218,0.000000,0.075000,0.075000,0.089286,0.032184,0.650674,0.124729,0.202706,0.105527,0.383537,0.039560,0.243247,0.179870,0.222175,0.059821,0.209155,0.491951,0.466536,0.334591,Fake
0.898558,0.934965,0.875013,0.830619,0.602940,0.758842,0.851883,0.732393,0.755627,0.561599,0.949383,0.778342,0.569132,0.613422,0.529444,0.360544,0.637382,0.604605,0.534488,0.848140,0.230889,0.601079,0.648584,0.460533,0.829766,0.821284,0.471943,0.553262,0.337102,0.800735,0.796754,0.849633,0.649245,0.590649,0.333465,0.568804,0.651899,0.528991,0.466823,0.491297,0.590955,0.471927,0.395774,0.315231,0.561709,0.663230,0.608310,0.894140,0.919865,0.883208,0.540016,0.408636,0.693446,0.618212,0.797567,0.583401,0.248571,0.566558,0.549102,0.769581,0.096774,0.100000,0.100000,0.100000,0.122857,0.093548,0.100000,0.074194,0.100000,0.102857,0.022581,0.100000,0.067742,0.096774,0.194286,0.096774,0.100000,0.100000,0.100000,0.125714,0.093548,0.100000,0.074194,0.100000,0.102857,0.022581,0.100000,0.067742,0.096774,0.091429,0.098387,0.100000,0.100000,0.100000,0.100000,0.087097,0.100000,0.100000,0.100000,0.073437,0.066129,0.098387,0.111290,0.104839,0.051563,0.098387,0.100000,0.170968,0.100000,0.100000,0.087097,0.100000,0.143548,0.100000,0.073437,0.066129,0.098387,0.130645,0.104839,0.051563,0.779941,0.106919,0.247511,0.075407,0.218321,0.110554,0.103493,0.152306,0.388658,0.044558,0.147315,0.407700,0.439946,0.469142,Fake
0.683850,0.788017,0.846487,0.684991,0.530545,0.632603,0.628726,0.746959,0.574894,0.458342,0.689021,0.596487,0.543415,0.491332,0.525547,0.464264,0.679668,0.622795,0.695408,0.844348,0.388306,0.650091,0.535356,0.561968,0.811534,0.538701,0.559383,0.583866,0.613975,0.865325,0.504610,0.704789,0.685827,0.614961,0.375363,0.417237,0.781083,0.592207,0.484756,0.503049,0.863697,0.730443,0.535098,0.465348,0.561048,0.652439,0.518441,0.741002,0.866523,0.796966,0.566181,0.544839,0.535693,0.628346,0.816057,0.862731,0.528554,0.496951,0.578376,0.779762,0.100000,0.100000,0.100000,0.190625,0.259459,0.096875,0.100000,0.078125,0.193750,0.243243,0.068750,0.100000,0.065625,0.212500,0.075676,0.100000,0.100000,0.100000,0.187500,0.148649,0.096875,0.100000,0.078125,0.168750,0.145946,0.068750,0.100000,0.065625,0.221875,0.105405,0.097561,0.100000,0.100000,0.100000,0.100000,0.093902,0.065854,0.100000,0.097561,0.065476,0.020732,0.053659,0.215854,0.079268,0.053571,0.097561,0.100000,0.247561,0.109756,0.100000,0.093902,0.065854,0.260976,0.112195,0.065476,0.020732,0.054878,0.097561,0.079268,0.053571,0.764243,0.105038,0.207095,0.089461,0.290633,0.033418,0.176251,0.158626,0.252484,0.047219,0.179534,0.478614,0.453307,0.328311,Fake
0.666021,0.732732,0.828757,0.559889,0.606701,0.607564,0.595266,0.638224,0.659535,0.525699,0.797086,0.572608,0.621631,0.647827,0.509190,0.545906,0.655323,0.786472,0.691543,0.863126,0.502695,0.627274,0.599478,0.685731,0.799040,0.741156,0.482311,0.726162,0.742503,0.783995,0.500340,0.607993,0.707313,0.590561,0.488764,0.495068,0.528827,0.535034,0.544728,0.321429,1.000000,0.697704,0.429762,0.422109,0.675040,0.573895,0.586395,0.874830,0.890561,0.754575,0.560629,0.492092,0.684524,0.669218,0.619342,1.000000,0.644133,0.526701,0.601276,0.845586,0.096429,0.100000,0.100000,0.214286,0.286207,0.092857,0.100000,0.100000,0.278571,0.224138,0.046429,0.100000,0.078571,0.117857,0.089655,0.096429,0.100000,0.100000,0.096429,0.093103,0.092857,0.100000,0.100000,0.117857,0.103448,0.046429,0.100000,0.078571,0.117857,0.096552,0.098810,0.100000,0.100000,0.100000,0.098876,0.086905,0.092857,0.103571,0.089286,0.095506,0.000000,0.051190,0.157143,0.084524,0.035955,0.098810,0.100000,0.247619,0.100000,0.098876,0.086905,0.092857,0.238095,0.089286,0.095506,0.000000,0.051190,0.109524,0.084524,0.035955,0.631567,0.125988,0.284853,0.087525,0.360892,0.053394,0.195785,0.306761,0.255642,0.074310,0.113772,0.494290,0.469827,0.346911,Fake
0.664403,0.675644,0.728806,0.551132,0.526010,0.558548,0.541452,0.524044,0.546448,0.468597,0.714286,0.482592,0.647697,0.687666,0.399049,0.582826,0.715769,0.691647,0.626620,0.931233,0.491101,0.694614,0.649805,0.642311,0.859911,0.674785,0.571663,0.827088,0.747697,0.827620,0.432585,0.569040,0.810604,0.598762,0.370589,1.000000,0.806811,0.681966,0.504257,0.419782,1.000000,0.988003,0.600077,0.415170,0.616926,0.572910,0.517028,0.766563,0.873839,0.875523,1.000000,0.726161,0.634752,0.638545,0.761513,1.000000,0.985913,0.606966,0.591022,0.783792,0.096667,0.100000,0.100000,0.283333,0.278788,0.096667,0.100000,0.086667,0.306667,0.251515,0.053333,0.100000,0.060000,0.220000,0.148485,0.096667,0.100000,0.100000,0.240000,0.115152,0.096667,0.100000,0.086667,0.266667,0.106061,0.053333,0.100000,0.060000,0.150000,0.115152,0.098824,0.100000,0.100000,0.100000,0.100000,0.000000,0.037647,0.090588,0.098824,0.075000,0.000000,0.002353,0.122353,0.084706,0.043182,0.098824,0.100000,0.262353,0.104706,0.100000,0.000000,0.037647,0.147059,0.103529,0.075000,0.000000,0.002353,0.223529,0.082353,0.043182,0.663755,0.046840,0.207700,0.122102,0.331394,0.016462,0.077001,0.167640,0.251041,0.098750,0.162652,0.491216,0.442674,0.319703,Fake
0.679325,0.756094,0.771849,0.939655,0.742492,0.613704,0.639120,0.538644,0.745318,0.582592,0.882432,0.603448,0.519025,0.676798,0.436179,0.460464,0.597503,0.700208,0.527348,0.924360,0.410003,0.569040,0.630425,0.407105,0.871037,0.872993,0.447830,0.595571,0.722206,0.852475,0.381626,0.639666,0.655003,0.469029,0.405169,0.185304,0.516900,0.509455,0.287969,0.244386,0.931209,0.425923,0.644580,0.504988,0.555359,0.860259,0.752680,0.664086,0.926668,0.877489,0.660214,0.576161,0.549955,0.714116,0.739938,0.946397,0.503127,0.637359,0.732207,0.807654,0.096552,0.100000,0.100000,0.100000,0.216129,0.093103,0.100000,0.100000,0.096552,0.174194,0.020690,0.100000,0.093103,0.100000,0.300000,0.096552,0.100000,0.100000,0.100000,0.096774,0.093103,0.100000,0.100000,0.162069,0.148387,0.020690,0.100000,0.093103,0.141379,0.112903,0.097826,0.100000,0.100000,0.100000,0.100000,0.096739,0.089130,0.105435,0.100000,0.088660,0.007609,0.080435,0.077174,0.140217,0.049485,0.097826,0.100000,0.177174,0.227174,0.100000,0.096739,0.089130,0.148913,0.194565,0.088660,0.007609,0.080435,0.103261,0.076087,0.049485,0.675597,0.232654,0.264588,0.083070,0.380997,0.076266,0.540684,0.334240,0.190358,0.046006,0.203808,0.496860,0.488783,0.354468,Fake
0.737646,0.779466,0.756757,0.754838,0.556368,0.690469,0.681033,0.597153,0.632816,0.509691,0.791220,0.653366,0.575164,0.494962,0.506807,0.497281,0.624580,0.607708,0.704462,0.740795,0.467616,0.599232,0.582840,0.618983,0.706861,0.666320,0.533904,0.560371,0.566688,0.694253,0.425606,0.808147,0.657416,0.557447,0.494517,0.437500,0.619403,0.525886,0.464319,0.721444,1.000000,0.456779,0.570274,0.456079,0.852498,0.647699,0.618703,0.757385,0.798352,0.620926,0.631996,0.453747,0.562345,0.642957,0.876790,1.000000,0.271144,0.625622,0.604322,0.913265,0.138462,0.384615,0.403846,0.376923,0.274194,0.092308,0.100000,0.211538,0.292308,0.229032,0.053846,0.100000,0.169231,0.230769,0.087097,0.096154,0.100000,0.257692,0.103846,0.125806,0.092308,0.100000,0.219231,0.215385,0.148387,0.053846,0.100000,0.200000,0.257692,0.161290,0.389583,0.233333,0.100000,0.220833,0.400000,0.348958,0.228125,0.287500,0.214583,0.033673,0.000000,0.332292,0.186458,0.095833,0.017347,0.404167,0.392708,0.330208,0.120833,0.298980,0.335417,0.276042,0.258333,0.242708,0.082653,0.000000,0.271875,0.181250,0.189583,0.069388,0.579247,0.164086,0.269683,0.060397,0.436329,0.093097,0.231618,0.283941,0.249107,0.045192,0.086698,0.496989,0.495723,0.311696,Fake
0.759460,0.860696,0.688053,0.666540,0.575221,0.666005,0.696369,0.561260,0.638847,0.556121,0.986726,0.648306,0.699573,0.645713,0.543437,0.382057,0.558514,0.798139,0.557675,0.771018,0.303784,0.529753,0.649680,0.479860,0.744100,0.969637,0.432713,0.686375,0.515182,0.706195,0.581379,0.836092,0.600613,0.462452,0.440267,0.846667,0.713103,0.475862,0.386130,0.668001,0.994636,0.670498,0.487663,0.360690,1.000000,0.459540,0.654483,0.851188,0.842299,0.614386,0.794713,0.521762,0.628123,0.775172,0.772710,0.993563,0.486054,0.610881,0.668046,1.000000,0.096552,0.100000,0.096552,0.096552,0.120000,0.093103,0.100000,0.093103,0.093103,0.116667,0.003448,0.100000,0.072414,0.079310,0.133333,0.096552,0.100000,0.096552,0.096552,0.313333,0.093103,0.100000,0.093103,0.093103,0.213333,0.003448,0.100000,0.068966,0.079310,0.116667,0.098889,0.100000,0.100000,0.100000,0.100000,0.032222,0.087778,0.100000,0.138889,0.089247,0.001111,0.072222,0.078889,0.128889,0.000000,0.098889,0.100000,0.100000,0.165556,0.135484,0.032222,0.087778,0.100000,0.127778,0.048387,0.001111,0.072222,0.078889,0.071111,0.000000,0.618538,0.069609,0.209747,0.057441,0.372816,0.053333,0.079847,0.171807,0.256402,0.039921,0.098072,0.468127,0.473329,0.302788,Fake
0.714777,0.760861,0.830386,0.564205,0.368910,0.665253,0.611809,0.675494,0.557885,0.493496,0.784943,0.513161,0.576766,0.489479,0.454756,0.473718,0.633091,0.839987,0.819906,0.970400,0.511161,0.618449,0.709417,0.738379,0.934402,0.733419,0.418113,0.678774,0.697416,0.899951,0.544155,0.770506,0.638828,0.533548,0.364404,0.914362,0.557668,0.536376,0.446260,0.492245,0.974623,0.467473,0.434789,0.358815,0.598894,0.471559,0.594202,0.713702,0.846952,0.872697,0.917740,0.516342,0.549576,0.710952,0.761901,0.960717,0.343809,0.473130,0.623429,0.782325,0.100000,0.100000,0.100000,0.093103,0.163636,0.082759,0.100000,0.100000,0.086207,0.081818,0.037931,0.100000,0.100000,0.082759,0.090909,0.100000,0.100000,0.100000,0.103448,0.321212,0.082759,0.100000,0.100000,0.086207,0.193939,0.037931,0.100000,0.100000,0.082759,0.130303,0.100000,0.100000,0.100000,0.100000,0.193182,0.016279,0.100000,0.100000,0.095349,0.117045,0.004651,0.100000,0.094186,0.084884,0.048864,0.100000,0.100000,0.100000,0.100000,0.218182,0.016279,0.100000,0.100000,0.095349,0.115909,0.004651,0.100000,0.094186,0.084884,0.048864,0.733691,0.075506,0.190323,0.108760,0.345238,0.041004,0.102030,0.133240,0.245606,0.068199,0.212952,0.462953,0.440231,0.303870,Fake
0.693999,0.781527,0.845064,0.461007,0.316640,0.616150,0.645603,0.672843,0.550055,0.563154,0.970824,0.594856,0.534015,0.523230,0.591512,0.417450,0.610136,0.713634,0.790100,0.964602,0.356748,0.583241,0.622580,0.821557,0.920957,0.960177,0.472483,0.578886,0.769082,0.912778,0.501736,0.769236,0.691111,0.511389,0.318347,0.463542,0.605417,0.583125,0.320208,0.491331,0.954931,0.560625,0.557708,0.486736,0.703293,0.602500,0.555972,0.659306,0.849097,0.829167,0.561944,0.429583,0.537500,0.648958,0.754301,0.944792,0.404444,0.506319,0.690625,0.831183,0.100000,0.100000,0.100000,0.096875,0.218182,0.093750,0.100000,0.100000,0.078125,0.093939,0.006250,0.100000,0.090625,0.075000,0.066667,0.100000,0.100000,0.100000,0.240625,0.369697,0.093750,0.100000,0.100000,0.125000,0.196970,0.006250,0.100000,0.090625,0.121875,0.169697,0.097778,0.100000,0.100000,0.100000,0.221505,0.091111,0.100000,0.100000,0.098889,0.155914,0.007778,0.082222,0.083333,0.066667,0.115054,0.097778,0.100000,0.100000,0.100000,0.334409,0.091111,0.100000,0.100000,0.098889,0.192473,0.007778,0.082222,0.083333,0.066667,0.036559,0.734098,0.110250,0.163583,0.085526,0.333517,0.031228,0.179608,0.156356,0.167984,0.052461,0.168860,0.464710,0.454250,0.286760,Fake
0.686876,0.767738,0.816727,0.577259,0.526281,0.614814,0.699695,0.562569,0.560837,0.458719,0.886294,0.612043,0.637472,0.609271,0.514543,0.453021,0.602966,0.673434,0.645164,0.824964,0.409022,0.579476,0.479490,0.661031,0.794900,0.847977,0.478104,0.619803,0.731014,0.837094,0.441822,0.754865,0.671498,0.511249,0.472050,0.655487,0.686404,0.561008,0.295307,0.447610,1.000000,0.706832,0.454244,0.554175,0.586349,0.583299,0.558661,0.780538,0.886128,0.740413,0.720842,0.430435,0.583644,0.642857,0.731907,1.000000,0.516701,0.509110,0.726087,0.792196,0.100000,0.100000,0.100000,0.231250,0.276471,0.093750,0.100000,0.100000,0.250000,0.244118,0.025000,0.100000,0.071875,0.128125,0.079412,0.100000,0.100000,0.100000,0.150000,0.150000,0.093750,0.100000,0.100000,0.231250,0.150000,0.025000,0.100000,0.071875,0.150000,0.097059,0.100000,0.100000,0.100000,0.100000,0.100000,0.058889,0.084444,0.100000,0.100000,0.081522,0.000000,0.060000,0.191111,0.058889,0.046739,0.100000,0.100000,0.248889,0.100000,0.100000,0.058889,0.085556,0.227778,0.100000,0.081522,0.000000,0.060000,0.133333,0.058889,0.046739,0.707036,0.053872,0.183810,0.077208,0.330322,0.030702,0.073721,0.126827,0.241350,0.039401,0.180040,0.489271,0.463017,0.315631,Fake
0.955683,0.946132,0.929035,0.969054,0.878592,0.713085,0.813085,0.768959,0.889303,0.808760,0.743649,0.757498,0.712989,0.576695,0.669505,0.357402,0.747564,0.413849,0.631614,0.766271,0.674021,0.616905,0.281948,0.472015,0.728776,0.552436,0.500000,0.394747,0.528271,0.746705,0.532185,0.697628,0.665443,0.665067,0.550807,0.381705,0.617730,0.578393,0.484472,0.493419,0.375400,0.679277,0.397421,0.495953,0.545016,0.860060,0.523057,0.879070,0.792961,0.776150,0.694052,0.424995,0.615001,0.595050,0.748333,0.600885,0.549689,0.476379,0.573028,0.624517,0.100000,0.100000,0.100000,0.100000,0.140000,0.060000,0.100000,0.100000,0.096667,0.125714,0.050000,0.100000,0.076667,0.176667,0.202857,0.100000,0.100000,0.100000,0.100000,0.162857,0.060000,0.100000,0.100000,0.196667,0.174286,0.050000,0.100000,0.076667,0.143333,0.125714,0.098551,0.100000,0.100000,0.100000,0.100000,0.097101,0.089855,0.102899,0.097101,0.070270,0.075362,0.062319,0.259420,0.073913,0.056757,0.098551,0.100000,0.359420,0.105797,0.100000,0.097101,0.089855,0.250725,0.097101,0.070270,0.076812,0.062319,0.139130,0.073913,0.056757,0.611017,0.192902,0.247705,0.094295,0.258378,0.114279,0.270040,0.218288,0.279019,0.049788,0.180638,0.494501,0.488241,0.442536,Real
0.793547,0.868519,0.860686,0.931742,0.746655,0.775084,0.725569,0.556882,0.856117,0.698678,0.702257,0.589799,0.975662,0.681089,0.600604,0.587840,0.828982,0.467176,0.582432,0.810134,0.627285,0.570776,0.142950,0.537393,0.780597,0.467922,0.495244,0.969041,0.647986,0.786146,0.393449,0.843485,0.724052,0.716047,0.694580,0.460342,0.736290,0.610416,0.482609,0.324650,0.902558,0.641240,0.497424,0.549871,0.461976,0.762882,0.556404,0.804840,0.801343,0.828584,0.760858,0.339069,0.606643,0.531469,0.643794,0.935131,0.358944,0.515090,0.594498,0.572290,0.100000,0.100000,0.100000,0.100000,0.243750,0.085714,0.100000,0.100000,0.092857,0.178125,0.085714,0.100000,0.003571,0.221429,0.140625,0.100000,0.100000,0.100000,0.100000,0.128125,0.085714,0.100000,0.100000,0.192857,0.150000,0.085714,0.100000,0.003571,0.200000,0.140625,0.097368,0.100000,0.100000,0.100000,0.098750,0.071053,0.089474,0.096053,0.097368,0.087500,0.011842,0.076316,0.201316,0.065789,0.062500,0.097368,0.100000,0.256579,0.100000,0.098750,0.071053,0.089474,0.277632,0.097368,0.087500,0.011842,0.076316,0.106579,0.065789,0.062500,0.647584,0.141347,0.236991,0.102835,0.313793,0.096790,0.176218,0.216198,0.253458,0.046594,0.206512,0.527261,0.475409,0.474132,Real
0.898045,0.884451,0.858659,0.874674,0.608848,0.857449,0.822719,0.665736,0.779702,0.543251,0.813315,0.709963,0.878585,0.740596,0.498288,0.427840,0.737803,0.542644,0.505400,0.919445,0.416294,0.622533,0.249628,0.360335,0.813029,0.649721,0.551210,0.723464,0.666574,0.761128,0.548545,0.752394,0.696995,0.645258,0.590756,0.562066,0.656244,0.567981,0.552676,0.307378,0.783380,0.653333,0.462066,0.519437,0.553422,0.724883,0.667981,0.828826,0.789484,0.840978,0.651737,0.538873,0.581127,0.650610,0.678844,0.732207,0.523099,0.517746,0.615962,0.685600,0.093333,0.100000,0.100000,0.100000,0.109677,0.090000,0.100000,0.100000,0.100000,0.103226,0.053333,0.100000,0.040000,0.060000,0.103226,0.093333,0.100000,0.100000,0.100000,0.380645,0.090000,0.100000,0.100000,0.100000,0.174194,0.053333,0.100000,0.040000,0.060000,0.129032,0.097183,0.100000,0.100000,0.100000,0.126667,0.073239,0.081690,0.100000,0.084507,0.230667,0.032394,0.066197,0.091549,0.066197,0.125333,0.097183,0.100000,0.100000,0.100000,0.281333,0.073239,0.081690,0.100000,0.084507,0.157333,0.032394,0.066197,0.091549,0.066197,0.050667,0.660481,0.102073,0.257815,0.093778,0.274573,0.122948,0.085108,0.210084,0.312284,0.053548,0.173167,0.502709,0.472711,0.468922,Real
0.866645,0.856184,0.875921,0.740263,0.735496,0.897434,0.767961,0.739276,0.720658,0.650612,0.900263,0.703224,0.685461,0.705526,0.684455,0.223158,0.504539,0.639803,0.689342,0.730110,0.642697,0.437039,0.557434,0.654868,0.701714,0.721842,0.270987,0.470066,0.599803,0.774786,0.476290,0.731045,0.538041,0.434862,0.447088,0.929390,0.516154,0.372394,0.204534,0.429086,0.968408,0.551329,0.403465,0.566767,0.661502,0.594581,0.820610,0.910435,0.894476,0.794072,0.900143,0.559666,0.720427,0.675091,0.804616,0.943590,0.683885,0.660956,0.792796,0.850328,0.097500,0.100000,0.100000,0.205000,0.290698,0.045000,0.100000,0.100000,0.210000,0.281395,0.032500,0.100000,0.100000,0.255000,0.186047,0.097500,0.100000,0.100000,0.085000,0.141860,0.045000,0.100000,0.100000,0.095000,0.158140,0.032500,0.100000,0.100000,0.155000,0.104651,0.098684,0.100000,0.100000,0.100000,0.098701,0.015789,0.143421,0.217105,0.100000,0.066234,0.006579,0.160526,0.147368,0.053947,0.037662,0.098684,0.298684,0.250000,0.100000,0.098701,0.015789,0.250000,0.144737,0.100000,0.066234,0.006579,0.157895,0.130263,0.053947,0.037662,0.670103,0.157355,0.285321,0.087833,0.206599,0.134317,0.175032,0.210806,0.414112,0.049188,0.201287,0.465598,0.462738,0.374626,Real
0.832481,0.812103,0.837455,0.663374,0.697304,0.841462,0.721746,0.691144,0.668140,0.614378,0.839735,0.614258,0.611219,0.664134,0.597727,0.302915,0.561343,0.724440,0.747168,0.884697,0.537234,0.480934,0.606245,0.670558,0.790207,0.648591,0.333587,0.528530,0.646518,0.751685,0.529829,0.852698,0.526975,0.523912,0.381965,0.833136,0.537139,0.275322,0.417960,0.220297,0.923007,0.554264,0.518343,0.413366,0.286490,0.609955,0.831117,0.933728,0.943126,0.920039,0.789767,0.602576,0.747233,0.708528,0.747835,0.874417,0.712008,0.758928,0.654020,0.716096,0.097727,0.100000,0.100000,0.090909,0.108696,0.061364,0.100000,0.100000,0.084091,0.100000,0.043182,0.100000,0.100000,0.075000,0.095652,0.097727,0.100000,0.100000,0.090909,0.234783,0.061364,0.100000,0.100000,0.084091,0.173913,0.043182,0.100000,0.100000,0.072727,0.108696,0.098462,0.100000,0.100000,0.100000,0.100000,0.036923,0.093846,0.100000,0.100000,0.180000,0.015385,0.072308,0.063077,0.087692,0.195714,0.098462,0.100000,0.100000,0.100000,0.270000,0.036923,0.093846,0.100000,0.100000,0.155714,0.015385,0.072308,0.063077,0.087692,0.082857,0.776465,0.155382,0.271369,0.130325,0.153819,0.122562,0.182484,0.218455,0.355068,0.084534,0.266994,0.433258,0.418210,0.459417,Real
0.807963,0.805494,0.816975,0.621481,0.655887,0.828457,0.698395,0.699938,0.616667,0.580548,0.767654,0.608827,0.651481,0.649691,0.545257,0.319938,0.579630,0.687716,0.719753,0.871605,0.567531,0.511728,0.596975,0.731667,0.844083,0.535679,0.384074,0.575926,0.660432,0.785125,0.452346,0.734198,0.579198,0.488951,0.321037,0.983519,0.732037,0.487593,0.270432,0.390183,0.969259,0.691543,0.303519,0.461852,0.510549,0.588642,0.649444,0.954938,0.938148,0.894573,0.958333,0.657963,0.756667,0.675370,0.822561,0.942222,0.605802,0.606111,0.709568,0.756159,0.100000,0.100000,0.100000,0.205000,0.300000,0.060000,0.100000,0.097500,0.310000,0.314634,0.057500,0.100000,0.092500,0.247500,0.263415,0.100000,0.100000,0.100000,0.225000,0.373171,0.060000,0.100000,0.097500,0.180000,0.314634,0.057500,0.100000,0.092500,0.222500,0.260976,0.098765,0.100000,0.100000,0.100000,0.232927,0.006173,0.065432,0.133333,0.244444,0.147561,0.006173,0.056790,0.282716,0.206173,0.225610,0.098765,0.180247,0.367901,0.398765,0.403659,0.006173,0.117284,0.313580,0.214815,0.180488,0.006173,0.067901,0.251852,0.117284,0.067073,0.676242,0.085778,0.322926,0.112741,0.225938,0.090992,0.081543,0.256770,0.421003,0.065432,0.249673,0.462380,0.430294,0.371049,Real
0.793186,0.794828,0.878407,0.641461,0.586204,0.670525,0.635796,0.790066,0.683662,0.526190,0.609524,0.571264,0.880624,0.700000,0.502031,0.604269,0.689819,0.290476,0.590969,0.871008,0.511576,0.595813,0.161741,0.656650,0.813165,0.454680,0.529146,0.520854,0.764204,0.792647,0.617290,0.878156,0.768856,0.726989,0.670430,0.739853,0.656280,0.660914,0.342362,0.233636,0.849553,0.546181,0.453899,0.696548,0.538176,0.469879,0.549137,0.842522,0.927133,0.903750,0.690956,0.384548,0.623841,0.400208,0.593525,0.806807,0.271892,0.403643,0.693432,0.666561,0.096552,0.100000,0.100000,0.220690,0.279412,0.093103,0.100000,0.100000,0.162069,0.279412,0.086207,0.100000,0.055172,0.131034,0.252941,0.096552,0.100000,0.100000,0.134483,0.294118,0.093103,0.100000,0.100000,0.182759,0.311765,0.086207,0.100000,0.055172,0.120690,0.258824,0.098810,0.100000,0.100000,0.100000,0.120000,0.054762,0.100000,0.123810,0.259524,0.272941,0.028571,0.090476,0.269048,0.130952,0.210588,0.098810,0.100000,0.346429,0.414286,0.420000,0.054762,0.100000,0.285714,0.158333,0.165882,0.028571,0.090476,0.141667,0.052381,0.062353,0.685226,0.168792,0.275839,0.102061,0.332682,0.149026,0.182313,0.333265,0.222143,0.053143,0.197857,0.495998,0.433914,0.521563,Real
